file_path,labels,avg_red,avg_green,avg_blue,edge_ratio,edge_intensity
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\powerpoints\Tkvfm9K2xMZQEWINrD1M1sNA36G5dG.pdf,ppt,0.8740409155138931,0.8812129412335005,0.8898732392216353,0.019606037189222485,4.999539483251733
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\documents\EhNh77FZGrMPJ1GB8m0GEZXCdx6pvy.pdf,pdf,0.9471526660180929,0.9471526660180929,0.9471526660180929,0.07115949635408164,18.145671570290826
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\powerpoints\ulGkGVu5gcoRf1Ug1B4SIwUq64I1N5.pdf,ppt,0.7736674605891076,0.8386236334851278,0.8894335802863625,0.03261001021773727,8.315552605523003
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\documents\GDa03YiPhydkaKPwMa3qjEmYNCIIU9.pdf,pdf,0.9743106955461595,0.9743106955461595,0.9743106955461595,0.02913591268259763,7.4296577340623955
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\powerpoints\fnjsmu7DlUugWq8rwnZ3U7QiFjDJoy.pdf,ppt,0.8237967323250189,0.8001388016324874,0.8241267473695932,0.02482241675967262,6.329716273716518
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\documents\VK0rfaTgwI0LXXqfxdCJrHrZbRtGvE.pdf,pdf,0.8752861308465446,0.9152976228635928,0.9412947509030157,0.04775158519464793,12.176654224635222
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\powerpoints\6TbDkOBxhQFhitPbM0kQdXb9C5CeC7.pdf,ppt,0.9286550656209931,0.9305053733099866,0.9308113159091037,0.024873662877965854,6.342784033881293
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\documents\16djj5ADJpSyrEUsy0cquFioZpiiFB.pdf,pdf,0.9422417782724846,0.9422417782724846,0.9422417782724846,0.06109702788478812,15.579742110620971
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\documents\1JujZuhp8GKqkEQlmxLC2CeiSz8yxn.pdf,pdf,0.9324799398280729,0.9324799398280729,0.9324799398280729,0.06599599459736388,16.828978622327796
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\powerpoints\Ge5MxehK12icVNxwAThoFkihpGKVKx.pdf,ppt,0.9302609455826482,0.8867988652076733,0.9747597957025482,0.03013395975967584,7.68415973871734
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\powerpoints\vxKzWcEANeDt2tZQ4H7DmQCauqhYls.pdf,ppt,0.9156568765744146,0.9093117245609724,0.9172000630696614,0.028256649441189236,7.205445607503256
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\documents\loAiRlHM9sEKBibUlvmmaiKzcVfef9.pdf,pdf,0.8668442419734277,0.8811578296678535,0.8807112277067303,0.07684073758875683,19.59438808513299
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\documents\pErWd8019CtGK62WPMzagMmkH6U2Zm.pdf,pdf,0.9507348821881694,0.9507348821881694,0.9507348821881694,0.07452294456975189,19.00335086528673
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\powerpoints\7dC5IpjZwcUvvONFjuIc3sKwkCvCGY.pdf,ppt,0.9479539613956082,0.8912338950417258,0.8984821358112373,0.028240666244969233,7.201369892467152
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\documents\y5WbVCymD2PrLvkXmwKjK43fXL0lIc.pdf,pdf,0.9148342031872649,0.9148342031872649,0.9148342031872649,0.09967992985539124,25.418382113124736
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\powerpoints\qHwY3ZER9KMo2gzWlC1A0PiasGv2rQ.pdf,ppt,0.8778349020742555,0.6995822813596889,0.8332868493365712,0.04513840663580247,11.510293692129627
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\documents\eivfmNEOpzEIqQakV0x6nG8e6ovQcC.pdf,pdf,0.9244337310165088,0.9244337310165088,0.9244337310165088,0.07963432403840397,20.30675262979301
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\powerpoints\GhxC1Y4PBuouwfrS0KtG4TFXRMjmcY.pdf,ppt,0.8839633971665745,0.8939216118825283,0.9031632504122948,0.019644016514577593,5.009224211217286
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\powerpoints\CVp3WPBB8PXYHuzpZ2H1Roj8CWwyK9.pdf,ppt,0.9517965591527467,0.9485103860369539,0.9540666969596276,0.06049555214009594,15.426365795724465
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\documents\wTCEFDYmYuQywAxCBuCm73tO2nrIit.pdf,pdf,0.9215957763106175,0.9215957763106175,0.9215957763106175,0.07457700419835393,19.017136070580253
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\powerpoints\n2dcZY2zQB1tdsnj8lS7DuXufBPahN.pdf,ppt,0.7971642850298555,0.784492484416606,0.7538930438301863,0.017640978652263373,4.49844955632716
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\documents\CFadNyTNiPYqQtBCPuCYy9G3HGIHA1.pdf,pdf,0.9489273473815961,0.9489273473815961,0.9489273473815961,0.07141310205792531,18.210341024770955
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\powerpoints\zRpwDqHAMUf9xl0vCIXDvOSOxIPpkW.pdf,ppt,0.9095420000860169,0.8935947808089438,0.8906050829814482,0.03691890057685782,9.414319647098743
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\powerpoints\KpVGyL0UTYcWsmRk9hfdJtQjUzrHT4.pdf,ppt,0.7084719118448033,0.6568682261379838,0.6494074306857138,0.025239034415849678,6.435953776041667
C:\Users\Aaron\OneDrive - Lancaster University\Documents\my projects\pdf-ppt-classifier\data\powerpoints\bHXAztUPOzcCXfFgpjTSppqm6yGoS9.pdf,ppt,0.9739735443731679,0.9358370102241858,0.9348421450112966,0.01329732510288066,3.390817901234568
